,15,14
PRES16,52521,47479.0
AG18,96364,3636.0
GOV18,100000,
SEN18,100000,
SOS18,100000,
PRES20,91447,8553.0
SEN20,96125,3875.0
AG22,100000,
BOE22,100000,
GOV22,100000,
MSU22,99966,
SOS22,100000,
UOM22,100000,
WSU22,100000,
