,7,8
PRES16,99836.0,
AG18,95199.0,4801.0
SEN18,3458.0,96542.0
PRES20,98182.0,1818.0
SEN20,95603.0,4397.0
BOE22,95043.0,4957.0
MSU22,95304.0,4696.0
UOM22,94996.0,5004.0
WSU22,95094.0,4906.0
GOV18,,100000.0
SOS18,,100000.0
AG22,,100000.0
GOV22,,100000.0
SOS22,,100000.0
