,7,8
PRES16,99865.0,
AG18,95813.0,4187.0
SEN18,4559.0,95441.0
PRES20,98279.0,1721.0
SEN20,96254.0,3746.0
BOE22,95751.0,4249.0
MSU22,95862.0,4138.0
UOM22,95712.0,4288.0
WSU22,95759.0,4241.0
GOV18,,100000.0
SOS18,,100000.0
AG22,,100000.0
GOV22,,100000.0
SOS22,,100000.0
