,7,8
PRES16,99682.0,
AG18,94230.0,5770.0
SEN18,4342.0,95658.0
PRES20,97843.0,2157.0
SEN20,94802.0,5198.0
BOE22,94024.0,5976.0
MSU22,94284.0,5716.0
UOM22,94024.0,5976.0
WSU22,94099.0,5901.0
Index_0,89360.0,10640.0
Index_1,71057.0,28943.0
Index_3,69422.0,30578.0
GOV18,,100000.0
SOS18,,100000.0
AG22,,100000.0
GOV22,,100000.0
SOS22,,100000.0
