,12,13
PRES16,53092.0,46908
AG18,2096.0,97904
PRES20,6320.0,93680
SEN20,2758.0,97242
GOV18,,100000
SEN18,,99996
SOS18,,100000
AG22,,100000
BOE22,,100000
GOV22,,100000
MSU22,,99996
SOS22,,100000
UOM22,,100000
WSU22,,100000
