,7,8
PRES16,99968.0,
AG18,93308.0,6692.0
SEN18,3720.0,96280.0
PRES20,98424.0,1576.0
SEN20,93358.0,6642.0
BOE22,93301.0,6699.0
MSU22,93308.0,6692.0
UOM22,93301.0,6699.0
WSU22,93301.0,6699.0
GOV18,,100000.0
SOS18,,100000.0
AG22,,100000.0
GOV22,,100000.0
SOS22,,100000.0
