,13,12
PRES16,46412,53588.0
AG18,97740,2260.0
GOV18,100000,
SEN18,100000,
SOS18,100000,
PRES20,92285,7715.0
SEN20,97511,2489.0
AG22,100000,
BOE22,100000,
GOV22,100000,
MSU22,100000,
SOS22,100000,
UOM22,100000,
WSU22,100000,
