,7,8
PRES16,99914.0,
AG18,99156.0,
SEN18,2764.0,97236.0
PRES20,99747.0,
SEN20,99492.0,
BOE22,98930.0,1070.0
MSU22,99286.0,
UOM22,98629.0,1371.0
WSU22,99041.0,
GOV18,,100000.0
SOS18,,100000.0
AG22,,100000.0
GOV22,,100000.0
SOS22,,100000.0
