,7,8
PRES16,99693.0,
AG18,94468.0,5532.0
SEN18,4425.0,95575.0
PRES20,97750.0,2250.0
SEN20,95066.0,4934.0
BOE22,94246.0,5754.0
MSU22,94504.0,5496.0
UOM22,94202.0,5798.0
WSU22,94328.0,5672.0
GOV18,,100000.0
SOS18,,100000.0
AG22,,100000.0
GOV22,,100000.0
SOS22,,100000.0
