,7,8
PRES16,99756.0,
AG18,94613.0,5387.0
SEN18,3664.0,96336.0
PRES20,97921.0,2079.0
SEN20,95082.0,4918.0
BOE22,94531.0,5469.0
MSU22,94617.0,5383.0
UOM22,94508.0,5492.0
WSU22,94547.0,5453.0
GOV18,,100000.0
SOS18,,100000.0
AG22,,100000.0
GOV22,,100000.0
SOS22,,100000.0
