,7,8
PRES16,99976.0,
AG18,91219.0,8781.0
SEN18,3850.0,96150.0
PRES20,97727.0,2273.0
SEN20,91238.0,8762.0
BOE22,91110.0,8890.0
MSU22,91219.0,8781.0
UOM22,91106.0,8894.0
WSU22,91114.0,8886.0
GOV18,,100000.0
SOS18,,100000.0
AG22,,100000.0
GOV22,,100000.0
SOS22,,100000.0
