,7,8
PRES16,99887.0,
AG18,97771.0,2229.0
SEN18,2545.0,97455.0
PRES20,99189.0,
SEN20,98402.0,1598.0
BOE22,97494.0,2506.0
MSU22,97787.0,2213.0
UOM22,97263.0,2737.0
WSU22,97587.0,2413.0
GOV18,,100000.0
SOS18,,100000.0
AG22,,100000.0
GOV22,,100000.0
SOS22,,100000.0
