,7,8
PRES16,99858.0,
AG18,94826.0,5174.0
SEN18,4569.0,95431.0
PRES20,98198.0,1802.0
SEN20,95164.0,4836.0
BOE22,94669.0,5331.0
MSU22,94851.0,5149.0
UOM22,94641.0,5359.0
WSU22,94669.0,5331.0
Index_0,90014.0,9986.0
Index_1,71964.0,28036.0
Index_3,69774.0,30226.0
GOV18,,100000.0
SOS18,,100000.0
AG22,,100000.0
GOV22,,100000.0
SOS22,,100000.0
