,7,8
PRES16,99872.0,
AG18,95319.0,4681.0
SEN18,3668.0,96332.0
PRES20,98572.0,1428.0
SEN20,95747.0,4253.0
BOE22,95163.0,4837.0
MSU22,95398.0,4602.0
UOM22,95098.0,4902.0
WSU22,95173.0,4827.0
GOV18,,100000.0
SOS18,,100000.0
AG22,,100000.0
GOV22,,100000.0
SOS22,,100000.0
