,7,8
PRES16,99761.0,
AG18,94124.0,5876.0
SEN18,4356.0,95644.0
PRES20,98199.0,1801.0
SEN20,94578.0,5422.0
BOE22,93867.0,6133.0
MSU22,94182.0,5818.0
UOM22,93845.0,6155.0
WSU22,93879.0,6121.0
GOV18,,100000.0
SOS18,,100000.0
AG22,,100000.0
GOV22,,100000.0
SOS22,,100000.0
