,7,8
PRES16,99920.0,
AG18,95235.0,4765.0
SEN18,4741.0,95259.0
PRES20,98400.0,1600.0
SEN20,95870.0,4130.0
BOE22,94916.0,5084.0
MSU22,95253.0,4747.0
UOM22,94872.0,5128.0
WSU22,95019.0,4981.0
GOV18,,100000.0
SOS18,,100000.0
AG22,,100000.0
GOV22,,100000.0
SOS22,,100000.0
