,7,8
PRES16,99951.0,
AG18,99194.0,
SEN18,1962.0,98038.0
PRES20,99750.0,
SEN20,99531.0,
BOE22,99011.0,
MSU22,99369.0,
UOM22,98845.0,1155.0
WSU22,99043.0,
GOV18,,100000.0
SOS18,,100000.0
AG22,,100000.0
GOV22,,100000.0
SOS22,,100000.0
