,7,8
PRES16,99943.0,
AG18,98732.0,1268.0
SEN18,1668.0,98332.0
PRES20,99669.0,
SEN20,99204.0,
BOE22,98556.0,1444.0
MSU22,98775.0,1225.0
UOM22,98529.0,1471.0
WSU22,98597.0,1403.0
GOV18,,100000.0
SOS18,,100000.0
AG22,,100000.0
GOV22,,100000.0
SOS22,,100000.0
