,7,8
PRES16,99689.0,
AG18,94006.0,5994.0
SEN18,3997.0,96003.0
PRES20,97954.0,2046.0
SEN20,94470.0,5530.0
BOE22,93777.0,6223.0
MSU22,94112.0,5888.0
UOM22,93762.0,6238.0
WSU22,93939.0,6061.0
GOV18,,100000.0
SOS18,,100000.0
AG22,,100000.0
GOV22,,100000.0
SOS22,,100000.0
