,12,13
PRES16,39770.0,60230
PRES20,15288.0,84712
AG18,,99868
GOV18,,100000
SEN18,,99954
SOS18,,100000
SEN20,,99837
AG22,,100000
BOE22,,100000
GOV22,,100000
MSU22,,99954
SOS22,,100000
UOM22,,100000
WSU22,,100000
