,14,15
PRES16,62873.0,37074
PRES20,19316.0,80684
SEN20,1038.0,98962
AG18,,99064
GOV18,,100000
SEN18,,99996
SOS18,,100000
AG22,,100000
BOE22,,100000
GOV22,,100000
MSU22,,99941
SOS22,,100000
UOM22,,100000
WSU22,,100000
