,13,12
PRES16,38739,61251.0
AG18,98486,1514.0
GOV18,100000,
SEN18,99997,
SOS18,100000,
PRES20,90748,9252.0
SEN20,97399,2601.0
AG22,100000,
BOE22,100000,
GOV22,100000,
MSU22,100000,
SOS22,100000,
UOM22,100000,
WSU22,100000,
