,13,12
PRES16,46234,53766.0
AG18,98201,1799.0
GOV18,100000,
SEN18,100000,
SOS18,100000,
PRES20,93879,6121.0
SEN20,97692,2308.0
AG22,100000,
BOE22,100000,
GOV22,100000,
MSU22,100000,
SOS22,100000,
UOM22,100000,
WSU22,100000,
