,7,8
PRES16,99633.0,
AG18,93942.0,6058.0
SEN18,4522.0,95478.0
PRES20,97801.0,2199.0
SEN20,94349.0,5651.0
BOE22,93741.0,6259.0
MSU22,93964.0,6036.0
UOM22,93721.0,6279.0
WSU22,93818.0,6182.0
GOV18,,100000.0
SOS18,,100000.0
AG22,,100000.0
GOV22,,100000.0
SOS22,,100000.0
