,7,8
PRES16,99820.0,
AG18,92341.0,7659.0
SEN18,7244.0,92756.0
PRES20,97611.0,2389.0
SEN20,92392.0,7608.0
BOE22,92225.0,7775.0
MSU22,92387.0,7613.0
UOM22,92225.0,7775.0
WSU22,92225.0,7775.0
GOV18,,100000.0
SOS18,,100000.0
AG22,,100000.0
GOV22,,100000.0
SOS22,,100000.0
