,16,15,17,14,18,13,19,20,24,23,22,21,25,26,27
PRES16,34471.0,28092.0,19973.0,10191.0,4707.0,1864.0,,,,,,,,,
AG18,15276.0,3986.0,32053.0,,31293.0,,13483.0,3247.0,,,,,,,
PRES20,15959.0,2300.0,32491.0,,31770.0,,14202.0,2733.0,,,,,,,
SEN20,16455.0,4902.0,32422.0,,27087.0,,14460.0,3530.0,,,,,,,
BOE22,3848.0,,17530.0,,31207.0,,29777.0,14391.0,,,,2807.0,,,
MSU22,12054.0,2285.0,30071.0,,30290.0,,17819.0,6249.0,,,,,,,
UOM22,2914.0,,15823.0,,31119.0,,31081.0,15603.0,,,,3112.0,,,
WSU22,6463.0,937.0,22527.0,,32348.0,,25449.0,10335.0,,,,1864.0,,,
SEN18,,,5937.0,,20608.0,,33107.0,27956.0,,,1887.0,9924.0,,,
GOV18,,,,,1170.0,,8252.0,22922.0,1386.0,7256.0,23634.0,35142.0,,,
SOS18,,,,,1968.0,,9995.0,25992.0,,5457.0,19255.0,36251.0,,,
AG22,,,,,1758.0,,8105.0,22128.0,1240.0,7537.0,24385.0,34751.0,,,
GOV22,,,,,,,1844.0,10284.0,6096.0,20957.0,33666.0,25928.0,,,
SOS22,,,,,,,,,34544.0,24092.0,7200.0,,22960.0,8504.0,1449.0
