,45,44,43,42,46,41,40,47,48,49,50,51,52,53,63,62,61,64,60,59,65,66,58,57,54,55,56,67,68,69,70,74,73,72,71,75
PRES16,15530.0,21971.0,21646.0,16807.0,7399.0,9097.0,2407.0,3599.0,1132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG18,2384.0,,,,7272.0,,,12710.0,19861.0,22953.0,17715.0,9734.0,4768.0,1691.0,,,,,,,,,,,,,,,,,,,,,,
SEN20,2692.0,,,,6084.0,,,14320.0,21413.0,22249.0,15609.0,10035.0,4601.0,1466.0,,,,,,,,,,,,,,,,,,,,,,
PRES20,,,,,,,,1084.0,3697.0,8501.0,16392.0,23143.0,19984.0,14241.0,,,,,,,,,,,6581.0,3990.0,1577.0,,,,,,,,,
MSU22,,,,,,,,,2476.0,7041.0,14538.0,24194.0,22465.0,15523.0,,,,,,,,,,,8055.0,3571.0,1247.0,,,,,,,,,
WSU22,,,,,,,,,,2117.0,5145.0,15226.0,22480.0,22642.0,,,,,,,,,,1458.0,16988.0,9322.0,4119.0,,,,,,,,,
BOE22,,,,,,,,,,,1922.0,6218.0,13879.0,20943.0,,,,,,,,,1346.0,6170.0,22694.0,15779.0,9869.0,,,,,,,,,
UOM22,,,,,,,,,,,1328.0,5582.0,12515.0,19212.0,,,,,,,,,1733.0,6064.0,23521.0,17603.0,11091.0,,,,,,,,,
SEN18,,,,,,,,,,,,,1029.0,2761.0,,,,,3416.0,7669.0,,,16503.0,21094.0,8133.0,16184.0,22125.0,,,,,,,,,
GOV18,,,,,,,,,,,,,,,14196.0,19015.0,21503.0,9724.0,16330.0,7132.0,5522.0,1676.0,3324.0,1170.0,,,,,,,,,,,,
SOS18,,,,,,,,,,,,,,,6613.0,12069.0,17106.0,2842.0,23590.0,18883.0,,,11479.0,4872.0,,,1623.0,,,,,,,,,
AG22,,,,,,,,,,,,,,,17246.0,22487.0,20291.0,10431.0,13118.0,7383.0,4557.0,1551.0,2273.0,,,,,,,,,,,,,
GOV22,,,,,,,,,,,,,,,14587.0,6500.0,1977.0,20815.0,,,21082.0,15876.0,,,,,,10436.0,4790.0,2156.0,774.0,,,,,
SOS22,,,,,,,,,,,,,,,,,,,,,,,,,,,,2343.0,7764.0,16210.0,21235.0,4139.0,8119.0,15674.0,21604.0,1787.0
