,14,15,16,13,17,18,19,20,21,22,23,24,25,26,27
PRES16,10110.0,27914.0,33142.0,1814.0,19423.0,5944.0,1364.0,,,,,,,,
AG18,,4061.0,20909.0,,34781.0,26961.0,10410.0,2426.0,,,,,,,
PRES20,,1836.0,13095.0,,30700.0,32831.0,16602.0,4291.0,,,,,,,
SEN20,,3057.0,16427.0,,32815.0,28822.0,13461.0,4412.0,,,,,,,
MSU22,,1264.0,12951.0,,30556.0,32280.0,16187.0,5716.0,1013.0,,,,,,
BOE22,,,4959.0,,18358.0,31270.0,26987.0,14588.0,3274.0,,,,,,
UOM22,,,4266.0,,16663.0,31521.0,26610.0,15971.0,4331.0,,,,,,
WSU22,,,7900.0,,22708.0,33523.0,22843.0,10271.0,2198.0,,,,,,
SEN18,,,,,5140.0,18232.0,30848.0,27127.0,13638.0,3831.0,,,,,
GOV18,,,,,,1196.0,6496.0,19516.0,31190.0,27572.0,11883.0,1918.0,,,
SOS18,,,,,,1327.0,7390.0,20290.0,29420.0,25613.0,13634.0,2071.0,,,
AG22,,,,,,,5896.0,17786.0,29396.0,29105.0,14194.0,2722.0,,,
GOV22,,,,,,,1287.0,5893.0,19394.0,34137.0,27553.0,9743.0,1786.0,,
SOS22,,,,,,,,,,1651.0,8857.0,32120.0,36940.0,16491.0,3291.0
