,45,44,46,43,42,41,40,47,52,53,51,50,49,48,62,61,60,59,58,57,63,64,65,56,55,54,66,67,68,69,71,70,72,73,74,75
PRES16,15550.0,21905.0,6426.0,22882.0,17745.0,8632.0,2764.0,2917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG18,2759.0,,6326.0,,,,,13319.0,3321.0,955.0,9299.0,19919.0,21132.0,22041.0,,,,,,,,,,,,,,,,,,,,,,
SEN20,1154.0,,4366.0,,,,,10746.0,4429.0,870.0,12519.0,21518.0,24275.0,19837.0,,,,,,,,,,,,,,,,,,,,,,
PRES20,,,,,,,,2132.0,20408.0,13129.0,22475.0,16892.0,10789.0,5379.0,,,,,,,,,,,2097.0,6167.0,,,,,,,,,,
MSU22,,,,,,,,1233.0,23855.0,13110.0,25154.0,16931.0,7687.0,4156.0,,,,,,,,,,,2014.0,5407.0,,,,,,,,,,
SEN18,,,,,,,,,1649.0,5558.0,,,,,,,1445.0,4506.0,14305.0,18528.0,,,,19418.0,21413.0,12714.0,,,,,,,,,,
BOE22,,,,,,,,,17271.0,22703.0,7095.0,2639.0,,,,,,,,1861.0,,,,7599.0,15229.0,24288.0,,,,,,,,,,
UOM22,,,,,,,,,14315.0,22036.0,5471.0,1697.0,,,,,,,,2176.0,,,,8249.0,18909.0,26450.0,,,,,,,,,,
WSU22,,,,,,,,,22970.0,22315.0,16187.0,7503.0,2871.0,,,,,,,,,,,2364.0,7919.0,16601.0,,,,,,,,,,
GOV18,,,,,,,,,,,,,,,15607.0,20331.0,21131.0,15112.0,7680.0,3211.0,9711.0,4994.0,1345.0,,,,,,,,,,,,,
SOS18,,,,,,,,,,,,,,,6506.0,12720.0,18690.0,21376.0,18108.0,10768.0,2214.0,,,5512.0,2751.0,,,,,,,,,,,
AG22,,,,,,,,,,,,,,,18433.0,22948.0,16783.0,10534.0,5871.0,1729.0,12648.0,6984.0,2557.0,,,,,,,,,,,,,
GOV22,,,,,,,,,,,,,,,9125.0,4374.0,1245.0,,,,14842.0,20568.0,20234.0,,,,13245.0,8960.0,4040.0,1758.0,,,,,,
SOS22,,,,,,,,,,,,,,,,,,,,,,,,,,,2088.0,5150.0,9783.0,17745.0,18618.0,21703.0,12476.0,6699.0,3312.0,1152.0
