,15,14,16,13,17,18,19,20,22,21,23,24,25,26,27
PRES16,34246.0,21166.0,25906.0,5629.0,10134.0,1736.0,,,,,,,,,
AG18,7946.0,1718.0,23487.0,,33796.0,24520.0,7237.0,1140.0,,,,,,,
PRES20,8577.0,1687.0,24624.0,,31662.0,23158.0,8500.0,1507.0,,,,,,,
SEN20,10248.0,2404.0,24212.0,,31945.0,22351.0,7674.0,,,,,,,,
BOE22,1248.0,,7798.0,,22026.0,31754.0,25648.0,9464.0,,1760.0,,,,,
MSU22,5051.0,,17928.0,,30858.0,29205.0,12869.0,2931.0,,,,,,,
UOM22,946.0,,6261.0,,19138.0,32294.0,28185.0,10575.0,,2327.0,,,,,
WSU22,2394.0,,11593.0,,25912.0,33158.0,20207.0,5608.0,,,,,,,
SEN18,,,1099.0,,6025.0,19197.0,32640.0,26554.0,2688.0,11199.0,,,,,
GOV18,,,,,,1376.0,7142.0,17866.0,26294.0,30610.0,12432.0,3569.0,,,
SOS18,,,,,,2338.0,9729.0,21417.0,22766.0,30869.0,9810.0,2130.0,,,
AG22,,,,,,1837.0,7289.0,20147.0,24106.0,30073.0,11857.0,3923.0,,,
GOV22,,,,,,,2047.0,8926.0,29264.0,21857.0,23296.0,11019.0,2938.0,,
SOS22,,,,,,,,,3146.0,,14263.0,29319.0,30024.0,16145.0,5851.0
