,45,44,46,47,43,42,41,40,39,52,51,50,49,48,61,62,60,63,64,65,66,59,58,57,56,55,54,53,67,68,69,71,72,73,74,70
PRES16,15410.0,22259.0,5203.0,1387.0,24119.0,17497.0,9278.0,2605.0,1579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG18,2968.0,,8514.0,18198.0,,,,,,1089.0,6426.0,16562.0,22756.0,22738.0,,,,,,,,,,,,,,,,,,,,,,
SEN20,1576.0,,5531.0,12838.0,,,,,,3471.0,9870.0,18120.0,26274.0,21439.0,,,,,,,,,,,,,,,,,,,,,,
PRES20,,,,,,,,,,25162.0,20824.0,16261.0,7057.0,1407.0,,,,,,,,,,,,2398.0,9189.0,16908.0,,,,,,,,
BOE22,,,,,,,,,,7006.0,1867.0,,,,,,,,,,,,1122.0,5346.0,16561.0,26408.0,25479.0,15860.0,,,,,,,,
MSU22,,,,,,,,,,24417.0,20228.0,12638.0,5047.0,1291.0,,,,,,,,,,,,2725.0,12448.0,20624.0,,,,,,,,
UOM22,,,,,,,,,,5182.0,1033.0,,,,,,,,,,,,1524.0,7692.0,18222.0,28406.0,24511.0,12986.0,,,,,,,,
WSU22,,,,,,,,,,16955.0,6972.0,2234.0,,,,,,,,,,,,1212.0,5096.0,15990.0,26203.0,24596.0,,,,,,,,
GOV18,,,,,,,,,,,,,,,18037.0,22432.0,10508.0,20184.0,14236.0,6171.0,2637.0,4332.0,,,,,,,,,,,,,,
SEN18,,,,,,,,,,,,,,,1297.0,,5554.0,,,,,14877.0,24297.0,22792.0,17571.0,8810.0,3547.0,873.0,,,,,,,,
SOS18,,,,,,,,,,,,,,,24773.0,19383.0,21715.0,11083.0,4059.0,,,12520.0,4818.0,839.0,,,,,,,,,,,,
AG22,,,,,,,,,,,,,,,21906.0,25706.0,15452.0,15306.0,8896.0,2679.0,1041.0,6878.0,1513.0,,,,,,,,,,,,,
GOV22,,,,,,,,,,,,,,,4653.0,10384.0,1626.0,16020.0,20589.0,20371.0,14391.0,,,,,,,,6743.0,3154.0,1147.0,,,,,
SOS22,,,,,,,,,,,,,,,,,,,,,1033.0,,,,,,,,3913.0,12616.0,21195.0,19013.0,10675.0,5343.0,1396.0,23949.0
