,1,2,3,4,5,6,7,8,9,10,11,12
0.4,99994,20635,0,0,0,0,0,0,0,0,0,0
0.44,99856,17698,0,0,0,0,0,0,0,0,0,0
0.45,86413,2287,0,0,0,0,0,0,0,0,0,0
0.46,72069,185,0,0,0,0,0,0,0,0,0,0
0.48,53171,0,0,0,0,0,0,0,0,0,0,0
0.5,45954,0,0,0,0,0,0,0,0,0,0,0
0.6,28847,0,0,0,0,0,0,0,0,0,0,0
0.7,120,0,0,0,0,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0,0,0,0,0,0
