,45,44,46,43,42,41,40,39,47,50,49,48,51,52,63,64,62,65,61,60,59,58,66,57,56,55,54,53,67,68,69,72,73,71,74,70
PRES16,10704.0,17897.0,6745.0,20252.0,18231.0,12324.0,6212.0,3233.0,2763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG18,5294.0,1372.0,12049.0,,,,,,18243.0,12831.0,19271.0,21504.0,6675.0,1637.0,,,,,,,,,,,,,,,,,,,,,,
SEN20,3230.0,1032.0,10202.0,,,,,,17142.0,12910.0,20366.0,20367.0,8036.0,4225.0,,,,,,,,,,,,,,1371.0,,,,,,,,
PRES20,,,,,,,,,464.0,13866.0,8382.0,3198.0,19620.0,20922.0,,,,,,,,,,,877.0,3743.0,10735.0,17151.0,,,,,,,,
MSU22,,,,,,,,,,15040.0,8802.0,3249.0,20329.0,18760.0,,,,,,,,,,,1414.0,4245.0,10643.0,16407.0,,,,,,,,
WSU22,,,,,,,,,,5295.0,1429.0,,13534.0,19080.0,,,,,,,,,,2875.0,6232.0,11715.0,18585.0,20512.0,,,,,,,,
BOE22,,,,,,,,,,,,,4421.0,11713.0,,,,,,,,2158.0,,6349.0,12569.0,18855.0,22767.0,19697.0,,,,,,,,
UOM22,,,,,,,,,,,,,3102.0,8821.0,,,,,,,,3388.0,,8688.0,14079.0,20623.0,22107.0,17962.0,,,,,,,,
GOV18,,,,,,,,,,,,,,,19462.0,9582.0,24031.0,3086.0,20233.0,14187.0,5985.0,1914.0,1164.0,,,,,,,,,,,,,
SOS18,,,,,,,,,,,,,,,5954.0,2220.0,12890.0,,20691.0,24440.0,19746.0,9532.0,,3316.0,,,,,,,,,,,,
AG22,,,,,,,,,,,,,,,15811.0,7170.0,22599.0,2879.0,22388.0,16276.0,8348.0,2878.0,,,,,,,,,,,,,,
GOV22,,,,,,,,,,,,,,,17211.0,22200.0,8271.0,22614.0,2633.0,,,,14885.0,,,,,,6917.0,3256.0,1011.0,,,,,
SEN18,,,,,,,,,,,,,,,,,,,1153.0,3918.0,9275.0,19425.0,,24286.0,21277.0,11899.0,6406.0,1756.0,,,,,,,,
SOS22,,,,,,,,,,,,,,,,,,,,,,,2141.0,,,,,,5895.0,11897.0,17659.0,12550.0,5969.0,19159.0,2283.0,20949.0
