,4,5,6,7,3,8,9,10,11
PRES16,43671.0,41407.0,11978.0,1695.0,1236.0,,,,
AG18,7709.0,32250.0,47134.0,11766.0,,1141.0,,,
PRES20,5262.0,22670.0,40750.0,26915.0,,4020.0,,,
SEN20,14391.0,38286.0,38497.0,8318.0,,,,,
BOE22,1809.0,18829.0,55484.0,21236.0,,2542.0,,,
MSU22,12657.0,35710.0,41029.0,9616.0,,,,,
UOM22,1860.0,18388.0,53055.0,23667.0,,2933.0,,,
WSU22,5283.0,26909.0,50382.0,15620.0,,1794.0,,,
SEN18,,8323.0,45728.0,39034.0,,6688.0,,,
GOV18,,,3285.0,23211.0,,44303.0,24377.0,4577.0,
SOS18,,,9705.0,43745.0,,36404.0,9067.0,,
AG22,,,2283.0,27719.0,,48356.0,20092.0,1469.0,
GOV22,,,,8106.0,,35978.0,45408.0,10130.0,
SOS22,,,,,,2105.0,17284.0,60590.0,19645.0
