,1,2,3,4,5,6,7,8,9,10,11,12
0.4,95917,7437,0,0,0,0,0,0,0,0,0,0
0.44,80969,180,0,0,0,0,0,0,0,0,0,0
0.45,75378,48,0,0,0,0,0,0,0,0,0,0
0.46,67254,8,0,0,0,0,0,0,0,0,0,0
0.48,52496,0,0,0,0,0,0,0,0,0,0,0
0.5,45626,0,0,0,0,0,0,0,0,0,0,0
0.6,29763,0,0,0,0,0,0,0,0,0,0,0
0.7,247,0,0,0,0,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0,0,0,0,0,0
