,15,16,17,18,14,13,19,20,21,22,23,24,25,26,27
PRES16,29277.0,33890.0,16672.0,4238.0,13013.0,2256.0,,,,,,,,,
AG18,2038.0,14448.0,32969.0,32649.0,,,15347.0,2153.0,,,,,,,
PRES20,3056.0,13588.0,28961.0,32946.0,,,16928.0,4088.0,,,,,,,
SEN20,2344.0,16092.0,31027.0,29911.0,,,16599.0,3666.0,,,,,,,
MSU22,1117.0,10056.0,30029.0,32537.0,,,19988.0,5588.0,,,,,,,
BOE22,,3408.0,18640.0,30705.0,,,29359.0,14319.0,3188.0,,,,,,
UOM22,,2892.0,16457.0,30378.0,,,30197.0,15359.0,4268.0,,,,,,
WSU22,,6298.0,23313.0,32610.0,,,26214.0,9831.0,1293.0,,,,,,
SEN18,,,5032.0,18098.0,,,32102.0,28332.0,12474.0,3035.0,,,,,
SOS18,,,,1059.0,,,7078.0,24086.0,34145.0,23540.0,8353.0,1701.0,,,
GOV18,,,,,,,5132.0,21190.0,32939.0,26148.0,11176.0,2433.0,,,
AG22,,,,,,,6020.0,19566.0,29699.0,28691.0,12272.0,2402.0,,,
GOV22,,,,,,,,5971.0,20137.0,32810.0,28148.0,9969.0,2087.0,,
SOS22,,,,,,,,,,6454.0,22677.0,33891.0,24875.0,9727.0,1395.0
