,1,2,3,4,5,6,7,8,9,10,11,12
0.4,87994,10808,0,0,0,0,0,0,0,0,0,0
0.44,69324,391,0,0,0,0,0,0,0,0,0,0
0.45,62100,29,0,0,0,0,0,0,0,0,0,0
0.46,55163,0,0,0,0,0,0,0,0,0,0,0
0.48,41544,0,0,0,0,0,0,0,0,0,0,0
0.5,29167,0,0,0,0,0,0,0,0,0,0,0
0.6,1832,0,0,0,0,0,0,0,0,0,0,0
0.7,0,0,0,0,0,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0,0,0,0,0,0
