,5,4,6,3,7,8,9,10,11
PRES16,41534.0,47764.0,8826.0,1319.0,,,,,
AG18,34905.0,5661.0,50419.0,,8711.0,,,,
SEN18,9765.0,,51502.0,,33899.0,4459.0,,,
PRES20,22814.0,4216.0,43931.0,,26567.0,2433.0,,,
SEN20,42397.0,10205.0,42127.0,,5105.0,,,,
BOE22,19946.0,1832.0,60782.0,,16106.0,1318.0,,,
MSU22,38558.0,8813.0,45301.0,,7051.0,,,,
UOM22,19976.0,1767.0,58451.0,,18233.0,1543.0,,,
WSU22,27621.0,4279.0,55504.0,,11880.0,,,,
GOV18,,,2245.0,,21176.0,41697.0,28788.0,6050.0,
SOS18,,,9776.0,,41210.0,35503.0,11780.0,1650.0,
AG22,,,1961.0,,26982.0,47412.0,22105.0,1509.0,
GOV22,,,,,7672.0,35375.0,49011.0,7701.0,
SOS22,,,,,,1115.0,18384.0,63977.0,16434.0
