,1,2,3,4,5,6,7,8,9,10,11,12
0.4,97697,9640,0,0,0,0,0,0,0,0,0,0
0.44,80982,81,0,0,0,0,0,0,0,0,0,0
0.45,72050,31,0,0,0,0,0,0,0,0,0,0
0.46,61065,0,0,0,0,0,0,0,0,0,0,0
0.48,42914,0,0,0,0,0,0,0,0,0,0,0
0.5,36775,0,0,0,0,0,0,0,0,0,0,0
0.6,22176,0,0,0,0,0,0,0,0,0,0,0
0.7,108,0,0,0,0,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0,0,0,0,0,0
