,5,6,4,3,7,8,9,10,11
PRES16,45308.0,9999.0,40650.0,3726.0,,,,,
AG18,30352.0,56751.0,4896.0,,7747.0,,,,
SEN18,7771.0,55032.0,,,33218.0,3770.0,,,
PRES20,28006.0,52293.0,4543.0,,13937.0,1186.0,,,
SEN20,36189.0,50739.0,7363.0,,5492.0,,,,
BOE22,19913.0,62607.0,2116.0,,14573.0,,,,
MSU22,34973.0,52036.0,6586.0,,6124.0,,,,
UOM22,19118.0,61412.0,2101.0,,16394.0,,,,
WSU22,26092.0,59233.0,3665.0,,10512.0,,,,
GOV18,,2096.0,,,17932.0,45540.0,29209.0,5017.0,
SOS18,,8249.0,,,36717.0,42380.0,11648.0,,
AG22,,2654.0,,,21723.0,42223.0,29204.0,4113.0,
GOV22,,,,,5239.0,28627.0,51682.0,13859.0,
SOS22,,,,,,1083.0,24089.0,56645.0,17974.0
