,1,2,3,4,5,6,7,8,9,10,11,12
0.4,93785,13791,0,0,0,0,0,0,0,0,0,0
0.44,79870,1026,0,0,0,0,0,0,0,0,0,0
0.45,74417,245,0,0,0,0,0,0,0,0,0,0
0.46,68536,35,0,0,0,0,0,0,0,0,0,0
0.48,58287,0,0,0,0,0,0,0,0,0,0,0
0.5,48064,0,0,0,0,0,0,0,0,0,0,0
0.6,15638,0,0,0,0,0,0,0,0,0,0,0
0.7,454,0,0,0,0,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0,0,0,0,0,0
