,5,6,4,3,7,8,9,10,11
PRES16,43244.0,11245.0,42291.0,2293.0,,,,,
AG18,30468.0,51509.0,4454.0,,12660.0,,,,
SEN18,8773.0,45480.0,,,38764.0,6618.0,,,
PRES20,21571.0,42969.0,3920.0,,26938.0,4402.0,,,
SEN20,39267.0,42754.0,8880.0,,8497.0,,,,
BOE22,18504.0,55270.0,1897.0,,21398.0,2838.0,,,
MSU22,33797.0,47430.0,7314.0,,10624.0,,,,
UOM22,17939.0,53457.0,1902.0,,23281.0,3320.0,,,
WSU22,24682.0,53677.0,3611.0,,16502.0,1500.0,,,
GOV18,,2656.0,,,21974.0,42875.0,26211.0,6071.0,
SOS18,,8199.0,,,38898.0,38910.0,12367.0,1444.0,
AG22,,2428.0,,,23418.0,48780.0,23094.0,2253.0,
GOV22,,,,,6119.0,31510.0,50276.0,11732.0,
SOS22,,,,,,,16096.0,66926.0,15967.0
