,15,14,13,16,17,18,19,20,21,22,23,24,25,26,27
PRES16,34011.0,15628.0,3289.0,31182.0,12895.0,2478.0,,,,,,,,,
AG18,3851.0,,,15935.0,34473.0,29134.0,13530.0,2532.0,,,,,,,
PRES20,4482.0,,,17543.0,32953.0,29120.0,12525.0,2711.0,,,,,,,
SEN20,5291.0,,,16469.0,30090.0,29052.0,14065.0,3979.0,,,,,,,
MSU22,2159.0,,,11925.0,27981.0,32318.0,18300.0,6270.0,,,,,,,
BOE22,,,,4494.0,17652.0,32478.0,28566.0,13565.0,2650.0,,,,,,
UOM22,,,,3690.0,16337.0,31695.0,29813.0,14928.0,2989.0,,,,,,
WSU22,,,,6733.0,21944.0,32627.0,25108.0,10687.0,1838.0,,,,,,
SEN18,,,,,4814.0,19229.0,33627.0,28667.0,10925.0,2196.0,,,,,
GOV18,,,,,,1047.0,8096.0,25998.0,35048.0,21107.0,7102.0,1471.0,,,
SOS18,,,,,,1562.0,10330.0,29034.0,33899.0,18732.0,5256.0,1072.0,,,
AG22,,,,,,1346.0,9492.0,25396.0,31803.0,21945.0,8586.0,1086.0,,,
GOV22,,,,,,,2135.0,12857.0,29446.0,30680.0,18207.0,5603.0,,,
SOS22,,,,,,,,,1846.0,10012.0,25372.0,31714.0,20891.0,8071.0,1776.0
