,46,47,45,44,43,42,41,40,39,52,51,50,49,53,48,60,59,58,61,62,63,64,65,57,56,55,54,66,67,68,69,71,70,72,73,74,75
PRES16,2807.0,732.0,7494.0,16365.0,24690.0,23894.0,14673.0,6771.0,1874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG18,6943.0,15866.0,2120.0,,,,,,,3219.0,8230.0,16415.0,23268.0,1093.0,22456.0,,,,,,,,,,,,,,,,,,,,,,
SEN20,6625.0,13677.0,2114.0,,,,,,,3741.0,10653.0,19051.0,21629.0,931.0,21162.0,,,,,,,,,,,,,,,,,,,,,,
PRES20,,1839.0,,,,,,,,20919.0,22490.0,18629.0,10733.0,13046.0,5201.0,,,,,,,,,,,1345.0,4814.0,,,,,,,,,,
BOE22,,,,,,,,,,11913.0,3924.0,,,23586.0,,,,1471.0,,,,,,4778.0,10008.0,18159.0,25060.0,,,,,,,,,,
MSU22,,,,,,,,,,24127.0,20288.0,14507.0,5368.0,19074.0,1462.0,,,,,,,,,,1068.0,3484.0,10140.0,,,,,,,,,,
UOM22,,,,,,,,,,10619.0,3471.0,,,19990.0,,,,2766.0,,,,,,5837.0,11697.0,19712.0,24940.0,,,,,,,,,,
WSU22,,,,,,,,,,21616.0,11624.0,5016.0,1445.0,23844.0,,,,,,,,,,1625.0,4792.0,9926.0,19570.0,,,,,,,,,,
SEN18,,,,,,,,,,,,,,2192.0,,6626.0,12784.0,18068.0,2319.0,,,,,21252.0,16750.0,12968.0,5930.0,,,,,,,,,,
GOV18,,,,,,,,,,,,,,,,11771.0,5223.0,2119.0,22632.0,24111.0,19828.0,9529.0,3023.0,,,,,,,,,,,,,,
SOS18,,,,,,,,,,,,,,,,23063.0,16448.0,8886.0,23414.0,16179.0,5261.0,1472.0,,3889.0,989.0,,,,,,,,,,,,
AG22,,,,,,,,,,,,,,,,15136.0,6465.0,2540.0,19871.0,20570.0,19567.0,10585.0,3663.0,,,,,,,,,,,,,,
GOV22,,,,,,,,,,,,,,,,,,,3198.0,9481.0,17060.0,20582.0,19580.0,,,,,15038.0,9460.0,3397.0,1269.0,,,,,,
SOS22,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696.0,5773.0,12663.0,15978.0,18033.0,17857.0,14822.0,7918.0,3589.0,959.0
