,4,5,6,3,7,8,9,10,11
PRES16,39243.0,45088.0,11614.0,3764.0,,,,,
AG18,2864.0,29449.0,58178.0,,9227.0,,,,
PRES20,2814.0,24288.0,56327.0,,15521.0,1022.0,,,
SEN20,4430.0,33813.0,54509.0,,7024.0,,,,
MSU22,4375.0,30645.0,57435.0,,7317.0,,,,
WSU22,2057.0,23076.0,62550.0,,11759.0,,,,
SEN18,,8626.0,52924.0,,34649.0,3677.0,,,
BOE22,,17211.0,64640.0,,16198.0,,,,
UOM22,,16685.0,62922.0,,18320.0,1143.0,,,
GOV18,,,2292.0,,18766.0,47988.0,27715.0,3137.0,
SOS18,,,7769.0,,37738.0,42091.0,11523.0,,
AG22,,,2882.0,,20681.0,42348.0,30056.0,3937.0,
GOV22,,,,,5457.0,28468.0,53457.0,12197.0,
SOS22,,,,,,1338.0,28963.0,57519.0,12096.0
