,15,16,17,14,18,13,19,20,22,21,23,24,25,26,27
PRES16,27475.0,33302.0,22268.0,8645.0,6117.0,1343.0,,,,,,,,,
AG18,2145.0,13451.0,30033.0,,33330.0,,16429.0,4194.0,,,,,,,
PRES20,1881.0,12915.0,31134.0,,33868.0,,16060.0,3531.0,,,,,,,
SEN20,1796.0,11722.0,28452.0,,32324.0,,19189.0,6141.0,,,,,,,
MSU22,1193.0,8838.0,24251.0,,35644.0,,21678.0,7534.0,,,,,,,
BOE22,,2852.0,13906.0,,29120.0,,31860.0,17683.0,,4392.0,,,,,
UOM22,,2690.0,12247.0,,27052.0,,32519.0,19867.0,,5359.0,,,,,
WSU22,,4783.0,18193.0,,32128.0,,28914.0,13412.0,,2297.0,,,,,
SEN18,,,3699.0,,14508.0,,31163.0,31726.0,3050.0,15081.0,,,,,
SOS18,,,,,1025.0,,8616.0,23852.0,22237.0,34344.0,8301.0,1521.0,,,
GOV18,,,,,,,6209.0,21307.0,25950.0,33374.0,10000.0,2269.0,,,
AG22,,,,,,,6607.0,21656.0,24003.0,35190.0,10055.0,1624.0,,,
GOV22,,,,,,,960.0,8612.0,34007.0,26438.0,20858.0,7741.0,1230.0,,
SOS22,,,,,,,,,9819.0,1605.0,26071.0,33062.0,20750.0,7210.0,1156.0
