,15,14,13,16,17,18,19,20,24,23,22,21,25,26,27
PRES16,32488.0,13925.0,2664.0,34169.0,13961.0,2496.0,,,,,,,,,
AG18,2989.0,,,13701.0,30585.0,32690.0,16125.0,3425.0,,,,,,,
PRES20,4995.0,,,18321.0,31235.0,28998.0,12978.0,2678.0,,,,,,,
SEN20,2908.0,,,12494.0,28748.0,33679.0,17261.0,4269.0,,,,,,,
MSU22,1167.0,,,6710.0,23325.0,34826.0,24663.0,8471.0,,,,,,,
BOE22,,,,2044.0,11186.0,26548.0,34512.0,20932.0,,,,4266.0,,,
UOM22,,,,1423.0,9653.0,25250.0,35618.0,22457.0,,,,4971.0,,,
WSU22,,,,3214.0,15912.0,31393.0,32172.0,14553.0,,,,2232.0,,,
SEN18,,,,,2700.0,14725.0,33841.0,31995.0,,,2352.0,13664.0,,,
SOS18,,,,,,914.0,7053.0,24302.0,,7187.0,23338.0,36125.0,,,
GOV18,,,,,,,5404.0,21053.0,1133.0,8856.0,26515.0,36151.0,,,
AG22,,,,,,,4597.0,20369.0,1523.0,10352.0,26527.0,35718.0,,,
GOV22,,,,,,,1007.0,8533.0,5942.0,20242.0,35541.0,27328.0,1186.0,,
SOS22,,,,,,,,,33820.0,27455.0,10802.0,987.0,19150.0,6324.0,1356.0
