,16,17,18,15,14,13,19,20,22,21,23,24,25,26,27
PRES16,33390.0,18766.0,4420.0,30211.0,10788.0,1774.0,,,,,,,,,
AG18,20089.0,34276.0,27813.0,5000.0,,,11055.0,1531.0,,,,,,,
SEN18,982.0,7211.0,22276.0,,,,35314.0,24338.0,1124.0,8522.0,,,,,
PRES20,18159.0,32187.0,27034.0,4374.0,,,13520.0,4177.0,,,,,,,
SEN20,18911.0,32300.0,29212.0,4145.0,,,12075.0,2744.0,,,,,,,
BOE22,5552.0,21450.0,33209.0,,,,26871.0,10384.0,,2041.0,,,,,
MSU22,15230.0,31479.0,30562.0,2000.0,,,16558.0,3644.0,,,,,,,
UOM22,5146.0,20371.0,32636.0,,,,27346.0,11583.0,,2305.0,,,,,
WSU22,8232.0,25775.0,33803.0,,,,22649.0,7463.0,,1266.0,,,,,
GOV18,,,2078.0,,,,10272.0,21767.0,22806.0,29679.0,11302.0,1736.0,,,
SOS18,,,2293.0,,,,9764.0,25071.0,20570.0,32905.0,7779.0,1128.0,,,
AG22,,,2163.0,,,,9537.0,23243.0,21933.0,33099.0,8245.0,1410.0,,,
GOV22,,,,,,,2340.0,10897.0,30082.0,27077.0,21331.0,6500.0,1480.0,,
SOS22,,,,,,,,,5918.0,,22433.0,36473.0,24556.0,8657.0,1384.0
