,45,46,47,44,43,42,41,40,51,50,49,48,52,63,62,64,61,60,59,58,57,56,55,54,53,67,66,65,74,73,72,71,70,69,68
PRES16,18400.0,8930.0,3568.0,23729.0,24722.0,13725.0,4979.0,1038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG18,1209.0,5829.0,13657.0,,,,,,8558.0,18453.0,26433.0,22147.0,3005.0,,,,,,,,,,,,,,,,,,,,,,
SEN20,,4383.0,14301.0,,,,,,8207.0,16871.0,28075.0,24508.0,2254.0,,,,,,,,,,,,,,,,,,,,,,
PRES20,,,,,,,,,24752.0,20419.0,9648.0,3084.0,22192.0,,,,,,,,,,1762.0,4594.0,11910.0,,,,,,,,,,
BOE22,,,,,,,,,3735.0,,,,11090.0,,,,,,,,3346.0,10970.0,22012.0,25608.0,21931.0,,,,,,,,,,
MSU22,,,,,,,,,23821.0,15999.0,7619.0,1378.0,23755.0,,,,,,,,,,1609.0,7167.0,18197.0,,,,,,,,,,
UOM22,,,,,,,,,3076.0,,,,8774.0,,,,,,,1482.0,5226.0,13005.0,21893.0,25659.0,20061.0,,,,,,,,,,
WSU22,,,,,,,,,9109.0,3470.0,,,18624.0,,,,,,,,959.0,4639.0,15031.0,24959.0,22563.0,,,,,,,,,,
GOV18,,,,,,,,,,,,,,10352.0,17931.0,4318.0,22911.0,21851.0,12195.0,6593.0,2028.0,819.0,,,,,,,,,,,,,
SOS18,,,,,,,,,,,,,,2834.0,7770.0,,14486.0,23254.0,21968.0,17317.0,8634.0,2042.0,829.0,,,,,,,,,,,,
AG22,,,,,,,,,,,,,,8256.0,16468.0,2441.0,25818.0,24064.0,14462.0,5327.0,1864.0,,,,,,,,,,,,,,
GOV22,,,,,,,,,,,,,,25447.0,17497.0,20494.0,9771.0,4095.0,998.0,,,,,,,1755.0,6302.0,13044.0,,,,,,,
SEN18,,,,,,,,,,,,,,,,,,2661.0,9052.0,21044.0,25998.0,22066.0,13537.0,3737.0,1132.0,,,,,,,,,,
SOS22,,,,,,,,,,,,,,,,,,,,,,,,,,8344.0,2985.0,1398.0,2256.0,6105.0,11117.0,15239.0,19357.0,18282.0,13824.0
