,14,15,16,17,18,19,13,20,22,23,21,24,25,26,27
PRES16,10799.0,26322.0,32442.0,21180.0,6425.0,1181.0,1376.0,,,,,,,,
AG18,,4204.0,16301.0,28591.0,30344.0,15825.0,,4130.0,,,,,,,
PRES20,,3329.0,15565.0,31347.0,29732.0,14807.0,,4371.0,,,,,,,
SEN20,,3593.0,14818.0,30153.0,29575.0,16708.0,,4070.0,,,,,,,
MSU22,,1767.0,10992.0,26762.0,30701.0,21409.0,,7132.0,,,1030.0,,,,
SEN18,,,1070.0,4650.0,17489.0,31516.0,,29474.0,2975.0,,12288.0,,,,
BOE22,,,4510.0,15857.0,29749.0,29272.0,,15679.0,,,4056.0,,,,
UOM22,,,4251.0,14140.0,28110.0,29768.0,,18084.0,,,4693.0,,,,
WSU22,,,6489.0,20925.0,30296.0,26409.0,,12586.0,,,2267.0,,,,
GOV18,,,,,1625.0,7008.0,,21832.0,24384.0,9751.0,33848.0,1313.0,,,
SOS18,,,,,1615.0,8714.0,,26058.0,21776.0,6855.0,33838.0,,,,
AG22,,,,,1609.0,8475.0,,22024.0,24858.0,10325.0,30367.0,2113.0,,,
GOV22,,,,,,2045.0,,10603.0,32767.0,20382.0,25234.0,7368.0,1302.0,,
SOS22,,,,,,,,,7876.0,20282.0,1480.0,34145.0,24567.0,9615.0,1726.0
