,43,42,44,45,46,41,40,47,48,51,50,52,53,49,62,63,64,65,61,60,59,58,66,57,56,55,54,67,68,69,71,72,70,73,74,75,76
PRES16,19810.0,14809.0,22500.0,16576.0,10356.0,8286.0,2086.0,3936.0,959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG18,,,,2358.0,7576.0,,,16569.0,21116.0,8703.0,15856.0,3775.0,1537.0,21677.0,,,,,,,,,,,,,,,,,,,,,,,
SEN20,,,,2606.0,6446.0,,,13496.0,24925.0,8252.0,17225.0,2578.0,,23015.0,,,,,,,,,,,,,,,,,,,,,,,
PRES20,,,,,,,,1076.0,3184.0,25355.0,19159.0,22602.0,12429.0,9875.0,,,,,,,,,,,,1488.0,4631.0,,,,,,,,,,
MSU22,,,,,,,,984.0,3758.0,22099.0,17118.0,20747.0,15229.0,9870.0,,,,,,,,,,,,2260.0,7007.0,,,,,,,,,,
BOE22,,,,,,,,,,6315.0,1883.0,15150.0,23856.0,,,,,,,,,,,3040.0,8215.0,16544.0,23754.0,,,,,,,,,,
UOM22,,,,,,,,,,5426.0,1191.0,13478.0,20692.0,,,,,,,,,1004.0,,5180.0,9783.0,19073.0,23652.0,,,,,,,,,,
WSU22,,,,,,,,,,15557.0,8200.0,20195.0,22747.0,2652.0,,,,,,,,,,,2874.0,8178.0,18257.0,,,,,,,,,,
SEN18,,,,,,,,,,,,,3294.0,,,,,,1222.0,3333.0,9037.0,15738.0,,21184.0,20110.0,16560.0,8594.0,,,,,,,,,,
GOV18,,,,,,,,,,,,,,,21603.0,17177.0,11828.0,6259.0,17790.0,11051.0,7235.0,3008.0,2255.0,931.0,,,,,,,,,,,,,
SOS18,,,,,,,,,,,,,,,14151.0,7514.0,3430.0,,19262.0,20292.0,16213.0,9860.0,,5548.0,2287.0,,,,,,,,,,,,
AG22,,,,,,,,,,,,,,,19604.0,18324.0,11091.0,5450.0,18661.0,13746.0,7115.0,2869.0,1806.0,,,,,,,,,,,,,,
GOV22,,,,,,,,,,,,,,,9090.0,13878.0,16545.0,18975.0,4067.0,,,,17344.0,,,,,11595.0,5515.0,1978.0,,,,,,,
SOS22,,,,,,,,,,,,,,,,,,,,,,,1177.0,,,,,3690.0,7951.0,12976.0,20021.0,16962.0,17759.0,10153.0,4846.0,2604.0,758.0
