,1,2,3,4,5,6,7,8,9,10,11,12
0.4,91709,8806,0,0,0,0,0,0,0,0,0,0
0.44,75207,229,0,0,0,0,0,0,0,0,0,0
0.45,69321,27,0,0,0,0,0,0,0,0,0,0
0.46,63505,0,0,0,0,0,0,0,0,0,0,0
0.48,51928,0,0,0,0,0,0,0,0,0,0,0
0.5,41093,0,0,0,0,0,0,0,0,0,0,0
0.6,8863,0,0,0,0,0,0,0,0,0,0,0
0.7,0,0,0,0,0,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0,0,0,0,0,0
