,1,2,3,4,5,6,7,8,9,10,11,12
0.4,95430,6402,0,0,0,0,0,0,0,0,0,0
0.44,83099,242,0,0,0,0,0,0,0,0,0,0
0.45,78134,26,0,0,0,0,0,0,0,0,0,0
0.46,73286,0,0,0,0,0,0,0,0,0,0,0
0.48,62784,0,0,0,0,0,0,0,0,0,0,0
0.5,53489,0,0,0,0,0,0,0,0,0,0,0
0.6,30755,0,0,0,0,0,0,0,0,0,0,0
0.7,83,0,0,0,0,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0,0,0,0,0,0
