,47,46,45,44,43,42,41,40,39,52,51,50,49,48,59,60,61,62,63,64,65,66,58,57,55,56,54,53,67,68,69,70,71,72,73,74,75
PRES16,2726.0,6856.0,14687.0,21169.0,24054.0,17398.0,8163.0,3067.0,1141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG18,13962.0,6337.0,2793.0,,,,,,,3397.0,8065.0,17175.0,23475.0,23082.0,,,,,,,,,,,,,,,,,,,,,,,
PRES20,2006.0,,,,,,,,,17288.0,24590.0,22891.0,14522.0,6245.0,,,,,,,,,,,964.0,,2486.0,7963.0,,,,,,,,,
SEN20,13332.0,6716.0,2284.0,,,,,,,4554.0,11695.0,17969.0,22725.0,19729.0,,,,,,,,,,,,,,,,,,,,,,,
MSU22,1236.0,,,,,,,,,19915.0,23582.0,17527.0,10055.0,3821.0,,,,,,,,,,,2189.0,,6995.0,13581.0,,,,,,,,,
SEN18,,,,,,,,,,1169.0,,,,,7282.0,3193.0,735.0,,,,,,13518.0,21725.0,17168.0,21253.0,9580.0,3142.0,,,,,,,,,
BOE22,,,,,,,,,,18213.0,8068.0,3479.0,,,,,,,,,,,941.0,2878.0,15770.0,7315.0,20315.0,22417.0,,,,,,,,,
UOM22,,,,,,,,,,14469.0,5535.0,2126.0,,,,,,,,,,,1610.0,4557.0,17018.0,11064.0,22100.0,20626.0,,,,,,,,,
WSU22,,,,,,,,,,22549.0,15974.0,8191.0,3070.0,886.0,,,,,,,,,,,8532.0,2921.0,15095.0,22029.0,,,,,,,,,
GOV18,,,,,,,,,,,,,,,10434.0,13531.0,19268.0,19838.0,15049.0,8551.0,3452.0,1207.0,5844.0,2312.0,,,,,,,,,,,,,
SOS18,,,,,,,,,,,,,,,20102.0,20767.0,18154.0,11285.0,5853.0,1670.0,,,13864.0,6310.0,,1289.0,,,,,,,,,,,
AG22,,,,,,,,,,,,,,,10136.0,15068.0,20779.0,18728.0,13880.0,9118.0,5118.0,1550.0,4080.0,915.0,,,,,,,,,,,,,
GOV22,,,,,,,,,,,,,,,,1291.0,3820.0,9441.0,15228.0,18638.0,18315.0,12956.0,,,,,,,9887.0,5998.0,3089.0,1021.0,,,,,
SOS22,,,,,,,,,,,,,,,,,,,,,,1819.0,,,,,,,4173.0,8844.0,16432.0,19770.0,18235.0,14193.0,9222.0,4502.0,1597.0
