,1,2,3,4,5,6,7,8,9,10,11,12
0.4,94633,9712,0,0,0,0,0,0,0,0,0,0
0.44,79084,606,0,0,0,0,0,0,0,0,0,0
0.45,71372,212,0,0,0,0,0,0,0,0,0,0
0.46,61699,16,0,0,0,0,0,0,0,0,0,0
0.48,43696,0,0,0,0,0,0,0,0,0,0,0
0.5,35862,0,0,0,0,0,0,0,0,0,0,0
0.6,17248,0,0,0,0,0,0,0,0,0,0,0
0.7,54,0,0,0,0,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0,0,0,0,0,0
