,16,15,17,14,18,13,19,20,21,22,23,24,25,26,27
PRES16,34917.0,29296.0,19107.0,9710.0,4593.0,1587.0,,,,,,,,,
AG18,16880.0,2877.0,34538.0,,28886.0,,13305.0,3039.0,,,,,,,
PRES20,16558.0,3112.0,34869.0,,29504.0,,13373.0,2219.0,,,,,,,
SEN20,14785.0,2691.0,31861.0,,30616.0,,15805.0,3776.0,,,,,,,
BOE22,3278.0,,17525.0,,31887.0,,30327.0,14075.0,2624.0,,,,,,
MSU22,12594.0,1241.0,29099.0,,33016.0,,18711.0,4710.0,,,,,,,
UOM22,2636.0,,15858.0,,30196.0,,31654.0,16066.0,3349.0,,,,,,
WSU22,6431.0,,22790.0,,33376.0,,26493.0,8873.0,1571.0,,,,,,
SEN18,,,4074.0,,19297.0,,34566.0,28108.0,10918.0,2480.0,,,,,
GOV18,,,,,1477.0,,9050.0,25379.0,33052.0,20951.0,8129.0,1741.0,,,
SOS18,,,,,1731.0,,11737.0,29166.0,31711.0,18760.0,5596.0,,,,
AG22,,,,,2086.0,,13021.0,26175.0,31932.0,19023.0,6685.0,1006.0,,,
GOV22,,,,,,,4113.0,15341.0,29136.0,28332.0,17048.0,5096.0,,,
SOS22,,,,,,,,,1284.0,9725.0,25179.0,31701.0,21733.0,8191.0,1966.0
