,16,17,18,15,14,13,19,20,23,24,22,21,25,26,27
PRES16,35330.0,17268.0,4467.0,29293.0,10411.0,2383.0,,,,,,,,,
AG18,20803.0,36879.0,25435.0,5455.0,,,9045.0,1679.0,,,,,,,
PRES20,17843.0,34218.0,28482.0,3738.0,,,12826.0,2518.0,,,,,,,
SEN20,20739.0,33402.0,26151.0,5314.0,,,11306.0,2285.0,,,,,,,
BOE22,7129.0,22130.0,32984.0,,,,24327.0,10313.0,,,,2089.0,,,
MSU22,17024.0,32781.0,28690.0,3080.0,,,13944.0,3865.0,,,,,,,
UOM22,6102.0,20689.0,31994.0,,,,25935.0,11821.0,,,,2604.0,,,
WSU22,10655.0,27308.0,31993.0,1441.0,,,20012.0,7403.0,,,,1089.0,,,
SEN18,,6612.0,21899.0,,,,30208.0,25420.0,,,3230.0,11336.0,,,
GOV18,,,1154.0,,,,6786.0,20893.0,12087.0,2668.0,25912.0,30274.0,,,
SOS18,,,2423.0,,,,9029.0,22944.0,8216.0,1107.0,22627.0,33243.0,,,
AG22,,,1518.0,,,,8873.0,22341.0,10203.0,1591.0,24874.0,30201.0,,,
GOV22,,,,,,,2693.0,10018.0,22675.0,6672.0,33537.0,22861.0,974.0,,
SOS22,,,,,,,,,16810.0,30843.0,4364.0,,28891.0,14041.0,3963.0
