,1,2,3,4,5,6,7,8,9,10,11,12
0.4,99976,22535,0,0,0,0,0,0,0,0,0,0
0.44,99767,18730,0,0,0,0,0,0,0,0,0,0
0.45,84670,3369,0,0,0,0,0,0,0,0,0,0
0.46,66156,226,0,0,0,0,0,0,0,0,0,0
0.48,42298,0,0,0,0,0,0,0,0,0,0,0
0.5,32608,0,0,0,0,0,0,0,0,0,0,0
0.6,16600,0,0,0,0,0,0,0,0,0,0,0
0.7,180,0,0,0,0,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0,0,0,0,0,0
