,6,5,4,3,7,8,9,10,11
PRES16,15909.0,45726.0,35072.0,2396.0,,,,,
AG18,56038.0,24914.0,2732.0,,15553.0,,,,
GOV18,3310.0,,,,29482.0,44438.0,19985.0,2675.0,
SEN18,45739.0,4556.0,,,42711.0,6754.0,,,
SOS18,9659.0,,,,47314.0,34772.0,7396.0,,
PRES20,41811.0,16316.0,2077.0,,33126.0,6401.0,,,
SEN20,50487.0,33042.0,5330.0,,10779.0,,,,
AG22,2459.0,,,,24413.0,51472.0,20066.0,1557.0,
BOE22,57141.0,13178.0,1090.0,,25606.0,2895.0,,,
MSU22,53822.0,27972.0,3869.0,,13522.0,,,,
UOM22,55323.0,12487.0,1120.0,,27670.0,3303.0,,,
WSU22,57698.0,18606.0,2054.0,,19989.0,1607.0,,,
GOV22,,,,,6509.0,32563.0,48790.0,11667.0,
SOS22,,,,,,,15243.0,60343.0,23196.0
