,44,45,43,42,41,46,47,48,40,49,50,51,52,53,59,60,61,62,63,58,64,65,66,56,55,57,54,67,68,69,70,71,72,73,74,75
PRES16,21623.0,19737.0,20128.0,13400.0,5482.0,10188.0,5358.0,2123.0,1069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG18,,1208.0,,,,5664.0,13309.0,17978.0,,22754.0,18213.0,12702.0,5617.0,1830.0,,,,,,,,,,,,,,,,,,,,,,
SEN20,,919.0,,,,3097.0,6659.0,16243.0,,22233.0,23171.0,15722.0,8262.0,2617.0,,,,,,,,,,,,,,,,,,,,,,
PRES20,,,,,,,,1610.0,,5580.0,14553.0,21618.0,22953.0,16724.0,,,,,,,,,,2030.0,4888.0,,9435.0,,,,,,,,,
MSU22,,,,,,,,906.0,,3033.0,8808.0,17698.0,25237.0,22994.0,,,,,,,,,,2041.0,5289.0,,13624.0,,,,,,,,,
BOE22,,,,,,,,,,,1010.0,2785.0,8591.0,19331.0,,,,,,2095.0,,,,13163.0,22553.0,4712.0,24934.0,,,,,,,,,
WSU22,,,,,,,,,,,3522.0,9093.0,17742.0,25491.0,,,,,,,,,,5304.0,13476.0,1560.0,22916.0,,,,,,,,,
UOM22,,,,,,,,,,,,2592.0,7320.0,15367.0,,,,,,2508.0,,,,15692.0,23892.0,7337.0,23502.0,,,,,,,,,
SEN18,,,,,,,,,,,,,,1720.0,10998.0,4767.0,1600.0,,,16435.0,,,,20604.0,14013.0,22188.0,6681.0,,,,,,,,,
GOV18,,,,,,,,,,,,,,,7157.0,16646.0,21866.0,21146.0,15569.0,2852.0,7714.0,4130.0,1781.0,,,,,,,,,,,,,
SOS18,,,,,,,,,,,,,,,19808.0,22655.0,18943.0,12574.0,6073.0,10410.0,3036.0,1270.0,,,,3758.0,,,,,,,,,,
AG22,,,,,,,,,,,,,,,6875.0,14020.0,20064.0,19676.0,18066.0,2498.0,10217.0,5372.0,1770.0,,,,,,,,,,,,,
GOV22,,,,,,,,,,,,,,,,1293.0,3780.0,8366.0,15725.0,,18682.0,18659.0,14857.0,,,,,8997.0,5608.0,2751.0,951.0,,,,,
SOS22,,,,,,,,,,,,,,,,,,,,,,995.0,2204.0,,,,,4805.0,8717.0,13700.0,18186.0,19208.0,15164.0,10044.0,4610.0,1330.0
