,5,4,6,3,7,9,10,8,11
PRES16,41942.0,43688.0,11401.0,2140.0,,,,,
AG18,36353.0,5882.0,45541.0,,11334.0,,,,
SEN18,12876.0,,43615.0,,36416.0,,,6864.0,
PRES20,25921.0,5815.0,40540.0,,23607.0,,,3780.0,
SEN20,42953.0,12794.0,36179.0,,7577.0,,,,
BOE22,23464.0,2989.0,49548.0,,21378.0,,,2570.0,
MSU22,38414.0,10627.0,40417.0,,9684.0,,,,
UOM22,23247.0,3003.0,48056.0,,22730.0,,,2906.0,
WSU22,29201.0,6008.0,47307.0,,15901.0,,,1512.0,
GOV18,,,2096.0,,17769.0,33433.0,7875.0,38695.0,
SOS18,,,4752.0,,31274.0,17590.0,1520.0,44742.0,
AG22,,,4356.0,,23494.0,24621.0,2144.0,45233.0,
GOV22,,,,,4639.0,48985.0,17240.0,28687.0,
SOS22,,,,,,14728.0,65256.0,1042.0,18518.0
