,1,2,3,4,5,6,7,8,9,10,11,12
0.4,97152,6266,0,0,0,0,0,0,0,0,0,0
0.44,84670,126,0,0,0,0,0,0,0,0,0,0
0.45,78820,32,0,0,0,0,0,0,0,0,0,0
0.46,70139,10,0,0,0,0,0,0,0,0,0,0
0.48,54264,0,0,0,0,0,0,0,0,0,0,0
0.5,48460,0,0,0,0,0,0,0,0,0,0,0
0.6,31355,0,0,0,0,0,0,0,0,0,0,0
0.7,70,0,0,0,0,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0,0,0,0,0,0
