,1,2,3,4,5,6,7,8,9,10,11,12
0.4,96255,7036,0,0,0,0,0,0,0,0,0,0
0.44,82387,248,0,0,0,0,0,0,0,0,0,0
0.45,76291,41,0,0,0,0,0,0,0,0,0,0
0.46,66866,0,0,0,0,0,0,0,0,0,0,0
0.48,50828,0,0,0,0,0,0,0,0,0,0,0
0.5,43088,0,0,0,0,0,0,0,0,0,0,0
0.6,26484,0,0,0,0,0,0,0,0,0,0,0
0.7,234,0,0,0,0,0,0,0,0,0,0,0
0.8,0,0,0,0,0,0,0,0,0,0,0,0
0.9,0,0,0,0,0,0,0,0,0,0,0,0
