,15,16,14,17,18,13,19,20,21,22,23,24,26,27,25
PRES16,29054.0,33854.0,10446.0,18186.0,5426.0,2155.0,,,,,,,,,
AG18,5313.0,24744.0,,38026.0,23489.0,,6990.0,990.0,,,,,,,
PRES20,3166.0,12742.0,,30841.0,33889.0,,15986.0,3037.0,,,,,,,
SEN20,3888.0,19711.0,,33157.0,28559.0,,11634.0,2534.0,,,,,,,
MSU22,1806.0,16352.0,,32857.0,31264.0,,13892.0,3384.0,,,,,,,
SEN18,,1223.0,,8781.0,23372.0,,31071.0,23763.0,9332.0,2225.0,,,,,
BOE22,,6303.0,,21622.0,34299.0,,25655.0,10006.0,1674.0,,,,,,
UOM22,,5510.0,,20394.0,34152.0,,26651.0,10766.0,2060.0,,,,,,
WSU22,,10136.0,,27490.0,33831.0,,20216.0,6735.0,,,,,,,
GOV18,,,,,2050.0,,9577.0,22958.0,31366.0,23502.0,8790.0,1393.0,,,
SOS18,,,,,3035.0,,11950.0,24959.0,30703.0,20562.0,7143.0,1185.0,,,
AG22,,,,,2417.0,,12066.0,25045.0,29672.0,21449.0,7769.0,1316.0,,,
GOV22,,,,,,,2618.0,12124.0,26995.0,32134.0,19527.0,5477.0,,,
SOS22,,,,,,,,,,1511.0,10798.0,35169.0,14987.0,2655.0,34516.0
